disasternumber,state,declarationtype,incidenttype,fydeclared,declarationdate,designated_area_count,declaration_delay_days,ongoing_at_declaration,declaration_year,declaration_month,declaration_quarter,declaration_weekday,declaration_season,previous_state_disasters,previous_incident_disasters,previous_state_incident_disasters,days_since_previous_state_disaster,days_since_previous_incident,totalobligated,log_totalobligated
1423,AK,DR,Flood,2002,2002-06-26,10,60,0,2002,6,2,2,Summer,29,666,7,361.0,7.0,3266906.6,14.999354407354957
1424,MT,DR,Severe Storm,2002,2002-07-03,6,25,0,2002,7,3,2,Summer,35,313,6,361.0,19.0,1428869.09,14.172394543052382
1425,TX,DR,Flood,2002,2002-07-04,41,5,1,2002,7,3,3,Summer,194,667,32,390.0,8.0,27951886.44,17.145995284444606
1426,GU,DR,Typhoon,2002,2002-07-06,1,1,0,2002,7,3,5,Summer,10,35,8,213.0,38.0,12654083.47,16.353490604026256
1427,FM,DR,Typhoon,2002,2002-07-11,2,9,0,2002,7,3,3,Summer,16,36,12,43.0,5.0,2192319.56,14.600471157233802
1428,VT,DR,Severe Storm,2002,2002-07-12,5,37,0,2002,7,3,4,Summer,21,314,6,458.0,9.0,1815289.39,14.411756007373693
1429,WI,DR,Severe Storm,2002,2002-07-19,8,28,0,2002,7,3,4,Summer,33,315,10,434.0,7.0,3588942.16,15.093368332723754
1430,MP,DR,Typhoon,2002,2002-08-06,1,33,0,2002,8,3,1,Summer,9,37,8,1686.0,26.0,732738.15,13.504545051230485
1431,ND,DR,Severe Storm,2002,2002-09-10,6,94,0,2002,9,3,1,Autumn,31,316,5,73.0,53.0,1143690.22,13.949771501901509
1432,WI,DR,Tornado,2002,2002-09-10,19,8,0,2002,9,3,1,Autumn,34,147,5,53.0,112.0,2188058.63,14.598525695351915
1433,IN,DR,Severe Storm,2002,2002-09-25,32,5,0,2002,9,3,2,Autumn,28,317,8,104.0,15.0,3614329.82,15.10041728440646
1435,LA,DR,Hurricane,2002,2002-09-27,16,6,1,2002,9,3,4,Autumn,48,136,10,473.0,1039.0,6528710.680000001,15.691720189291718
1436,MS,DR,Hurricane,2003,2002-10-01,11,8,1,2002,10,4,1,Autumn,43,137,6,298.0,4.0,6773969.94,15.72859802241856
1437,LA,DR,Hurricane,2003,2002-10-03,44,2,1,2002,10,4,3,Autumn,49,138,11,6.0,2.0,71865520.66,18.090307175829317
1438,AL,DR,Hurricane,2003,2002-10-09,2,16,0,2002,10,4,2,Autumn,55,139,6,306.0,6.0,2742844.06,14.824506282724661
1440,AK,DR,Earthquake,2003,2002-11-08,6,5,1,2002,11,4,4,Autumn,30,21,1,135.0,176.0,18398149.330000002,16.727760691982706
1441,TN,DR,Severe Storm,2003,2002-11-13,22,4,0,2002,11,4,2,Autumn,39,319,12,222.0,8.0,3202841.0500000003,14.979549114231435
1442,AL,DR,Severe Storm,2003,2002-11-14,29,9,0,2002,11,4,3,Autumn,56,320,22,36.0,1.0,12603187.21,16.349460372454054
1443,MS,DR,Severe Storm,2003,2002-11-14,6,4,0,2002,11,4,3,Autumn,44,321,17,44.0,0.0,20318286.56,16.827031903501286
1445,AK,DR,Severe Storm,2003,2002-12-04,4,42,1,2002,12,4,2,Winter,31,323,3,26.0,16.0,8760170.07,15.985725991260708
1446,GU,DR,Typhoon,2003,2002-12-08,1,0,1,2002,12,4,6,Winter,11,38,9,155.0,124.0,56951817.18,17.857716173247756
1447,MP,DR,Typhoon,2003,2002-12-11,3,3,1,2002,12,4,2,Winter,10,39,9,127.0,3.0,5145927.62,15.453716400759882
1448,NC,DR,Severe Ice Storm,2003,2002-12-12,44,8,0,2002,12,4,3,Winter,35,21,1,1046.0,309.0,86876026.02,18.279992683592305
1449,FM,DR,Typhoon,2003,2003-01-06,1,32,0,2003,1,1,0,Winter,17,40,13,179.0,26.0,2603211.7399999998,14.77225690941158
1450,AR,DR,Severe Ice Storm,2003,2003-01-06,18,34,0,2003,1,1,0,Winter,42,22,2,347.0,25.0,9591748.700000001,16.076413880686797
1451,SC,DR,Severe Ice Storm,2003,2003-01-08,6,35,0,2003,1,1,2,Winter,13,23,0,204.0,2.0,3981376.17,15.197138340021668
3171,TX,EM,Other,2003,2003-02-01,54,0,0,2003,2,1,5,Winter,197,15,0,88.0,822.0,6154760.14,15.632736509374062
3172,LA,EM,Other,2003,2003-02-01,41,0,0,2003,2,1,5,Winter,50,16,0,121.0,0.0,417770.44,12.942689767702023
1452,OK,DR,Severe Ice Storm,2003,2003-02-04,14,63,0,2003,2,1,1,Winter,61,24,3,368.0,27.0,4408796.76,15.299112593476274
3173,NY,EM,Snowstorm,2003,2003-02-25,20,62,0,2003,2,1,1,Winter,57,86,13,285.0,361.0,16108289.03,16.59484460613035
3174,ME,EM,Snowstorm,2003,2003-03-11,1,37,0,2003,3,1,1,Spring,30,87,3,664.0,14.0,416827.64,12.940430481072111
3175,MA,EM,Snowstorm,2003,2003-03-11,14,22,0,2003,3,1,1,Spring,23,88,4,700.0,0.0,28868815.75,17.178272565347164
3176,CT,EM,Snowstorm,2003,2003-03-11,8,22,0,2003,3,1,1,Spring,13,89,3,1265.0,0.0,8932169.87,16.005170021853253
3177,NH,EM,Snowstorm,2003,2003-03-11,5,22,0,2003,3,1,1,Spring,18,90,2,713.0,0.0,2288670.82,14.643482216004049
3180,PA,EM,Severe Storm,2003,2003-03-14,36,28,0,2003,3,1,4,Spring,37,324,6,631.0,100.0,20980672.39,16.859112257176154
3178,DC,EM,Severe Storm,2003,2003-03-14,1,26,0,2003,3,1,4,Spring,7,325,6,575.0,0.0,1771535.48,14.387357795793672
3179,MD,EM,Severe Storm,2003,2003-03-14,20,28,0,2003,3,1,4,Spring,17,326,3,317.0,0.0,19129038.22,16.766718116422823
1454,KY,DR,Severe Storm,2003,2003-03-14,52,27,0,2003,3,1,4,Spring,45,327,9,311.0,0.0,38330931.53,17.461767766045924
1453,OH,DR,Severe Storm,2003,2003-03-14,31,28,1,2003,3,1,4,Spring,35,328,11,116.0,0.0,32012832.5,17.281647427241197
1455,WV,DR,Severe Storm,2003,2003-03-14,49,26,1,2003,3,1,4,Spring,37,329,5,313.0,0.0,9457137.21,16.062280380462074
1456,TN,DR,Severe Storm,2003,2003-03-20,28,34,0,2003,3,1,3,Spring,40,330,13,127.0,6.0,6238698.69,15.646282335618034
3181,NJ,EM,Snowstorm,2003,2003-03-20,21,32,0,2003,3,1,3,Spring,26,91,2,291.0,9.0,36387245.910000004,17.409728911601317
3183,DE,EM,Snowstorm,2003,2003-03-20,3,34,0,2003,3,1,3,Spring,9,92,2,1276.0,0.0,3595389.86,15.095163266454046
3184,NY,EM,Snowstorm,2003,2003-03-27,22,38,0,2003,3,1,3,Spring,58,93,14,30.0,7.0,33847146.56,17.33736528671133
1457,NC,DR,Severe Ice Storm,2003,2003-03-27,10,28,0,2003,3,1,3,Spring,36,25,2,105.0,51.0,15322022.42,16.544801790578816
1458,VA,DR,Severe Storm,2003,2003-03-27,39,40,0,2003,3,1,3,Spring,40,331,7,326.0,7.0,13709083.4,16.433569265938587
3182,RI,EM,Snowstorm,2003,2003-03-27,2,38,0,2003,3,1,3,Spring,10,94,4,2319.0,0.0,2024513.73,14.52084059029847
3185,CO,EM,Snowstorm,2003,2003-04-09,29,23,0,2003,4,2,2,Spring,46,95,0,252.0,13.0,6169487.3,15.63512645889296
1459,MS,DR,Severe Storm,2003,2003-04-24,31,18,1,2003,4,2,3,Spring,45,332,18,161.0,28.0,6030676.28,15.612369880804088
1461,AK,DR,Severe Storm,2003,2003-04-26,3,51,0,2003,4,2,5,Spring,32,334,4,143.0,1.0,1909377.69,14.462288453909787
1462,KS,DR,Severe Storm,2003,2003-05-06,15,2,1,2003,5,2,1,Spring,26,335,7,454.0,10.0,6146361.97,15.631371077852569
1463,MO,DR,Severe Storm,2003,2003-05-06,76,2,1,2003,5,2,1,Spring,34,336,9,365.0,0.0,19625348.35,16.79233262274819
1464,TN,DR,Severe Storm,2003,2003-05-08,73,4,1,2003,5,2,3,Spring,41,337,14,49.0,2.0,38758260.37,17.472854487685616
1465,OK,DR,Severe Storm,2003,2003-05-10,27,2,1,2003,5,2,5,Spring,62,338,11,95.0,2.0,4366087.01,15.289377973928252
1466,AL,DR,Severe Storm,2003,2003-05-12,38,7,1,2003,5,2,0,Spring,57,339,23,179.0,2.0,12585821.41,16.348081532847107
1467,NY,DR,Severe Ice Storm,2003,2003-05-12,16,39,0,2003,5,2,0,Spring,59,26,1,46.0,46.0,18160518.62,16.71476054416419
1468,ME,DR,Freezing,2003,2003-05-14,11,148,1,2003,5,2,2,Spring,31,15,0,64.0,828.0,1740990.66,14.369965428388479
1471,KY,DR,Severe Storm,2003,2003-06-03,44,30,0,2003,6,2,1,Summer,46,342,10,81.0,11.0,4991773.97,15.42330210989035
1472,AR,DR,Severe Storm,2003,2003-06-06,23,35,1,2003,6,2,4,Summer,43,343,7,151.0,3.0,5307559.7,15.484642909140405
1473,AS,DR,Severe Storm,2003,2003-06-06,2,18,0,2003,6,2,4,Summer,7,344,0,4193.0,0.0,1509016.68,14.226969454049806
1474,WV,DR,Severe Storm,2003,2003-06-21,20,10,1,2003,6,2,5,Summer,38,345,6,99.0,15.0,4846539.85,15.393775781642303
1475,KY,DR,Severe Storm,2003,2003-07-02,23,18,0,2003,7,3,2,Summer,47,346,11,29.0,11.0,8900765.38,16.001647941107464
1476,IN,DR,Severe Storm,2003,2003-07-11,46,7,1,2003,7,3,4,Summer,29,347,9,289.0,9.0,6991552.1,15.76021327837091
1477,AZ,DR,Fire,2003,2003-07-14,1,27,1,2003,7,3,0,Summer,41,522,25,0.0,0.0,5363454.39,15.49511898765493
1479,TX,DR,Hurricane,2003,2003-07-17,18,2,1,2003,7,3,3,Summer,198,140,9,166.0,281.0,17888950.29,16.699693833867304
1480,NE,DR,Severe Storm,2003,2003-07-21,19,42,0,2003,7,3,0,Summer,28,349,6,647.0,6.0,3891230.96,15.174236364684806
1481,FL,DR,Severe Storm,2003,2003-07-29,11,46,1,2003,7,3,1,Summer,104,350,12,95.0,8.0,11746692.82,16.279082381939222
1482,TN,DR,Severe Storm,2003,2003-07-29,2,8,0,2003,7,3,1,Summer,42,351,15,82.0,0.0,35429063.74,17.383043079089905
1483,ND,DR,Severe Storm,2003,2003-08-01,1,38,0,2003,8,3,4,Summer,32,352,6,325.0,3.0,886885.5199999999,13.695472316241258
1484,OH,DR,Tornado,2003,2003-08-01,15,11,1,2003,8,3,4,Summer,37,148,5,17.0,325.0,10960376.88,16.209797316991978
1485,PA,DR,Severe Storm,2003,2003-08-23,15,33,1,2003,8,3,5,Summer,38,353,7,162.0,22.0,28779734.700000003,17.175182075920592
3186,NY,EM,Other,2003,2003-08-23,65,9,0,2003,8,3,5,Summer,60,17,1,103.0,203.0,5446113.43,15.510412963746843
1486,NY,DR,Severe Storm,2003,2003-08-29,17,39,0,2003,8,3,4,Summer,61,354,6,6.0,6.0,23850844.78,16.98733023714364
1488,VT,DR,Severe Storm,2003,2003-09-12,4,53,0,2003,9,3,4,Autumn,22,356,7,427.0,7.0,983449.11,13.798822188529169
1489,NH,DR,Severe Storm,2003,2003-09-12,2,53,0,2003,9,3,4,Autumn,19,357,2,185.0,0.0,992096.2,13.807576365337871
1490,NC,DR,Hurricane,2003,2003-09-18,49,0,1,2003,9,3,3,Autumn,37,141,14,175.0,63.0,71064951.16,18.079104835968504
1491,VA,DR,Hurricane,2003,2003-09-18,100,0,1,2003,9,3,3,Autumn,41,142,6,175.0,0.0,206069083.75,19.143722033396376
1492,MD,DR,Hurricane,2003,2003-09-19,24,1,1,2003,9,3,4,Autumn,18,143,2,189.0,1.0,40682439.1,17.521307110138263
1493,DC,DR,Hurricane,2003,2003-09-20,1,2,1,2003,9,3,5,Autumn,8,144,0,190.0,1.0,5021646.34,15.429268593215198
1494,DE,DR,Hurricane,2003,2003-09-20,3,2,1,2003,9,3,5,Autumn,10,145,1,184.0,0.0,2216506.1,14.611443136410479
1495,DE,DR,Hurricane,2003,2003-09-23,1,8,0,2003,9,3,1,Autumn,11,146,2,3.0,3.0,8736672.19,15.983040033292781
1496,WV,DR,Hurricane,2003,2003-09-23,10,5,1,2003,9,3,1,Autumn,39,147,1,94.0,0.0,1501816.28,14.222186452774293
3187,OH,EM,Other,2003,2003-09-23,13,40,0,2003,9,3,1,Autumn,38,18,1,53.0,31.0,1622599.57,14.299540710231096
3188,NJ,EM,Other,2003,2003-09-23,5,40,0,2003,9,3,1,Autumn,27,19,1,187.0,0.0,1497259.35,14.219147562776051
3189,MI,EM,Other,2003,2003-09-23,14,40,0,2003,9,3,1,Autumn,29,20,0,505.0,0.0,5005244.66,15.425997052444014
1498,CA,DR,Fire,2004,2003-10-27,5,6,1,2003,10,4,0,Autumn,101,552,47,1.0,1.0,108172209.83999999,18.499235059966527
1499,WA,DR,Severe Storm,2004,2003-11-07,15,23,0,2003,11,4,4,Autumn,72,359,5,62.0,42.0,9125367.8,16.02656887305446
1500,WV,DR,Severe Storm,2004,2003-11-21,34,10,1,2003,11,4,4,Autumn,40,360,7,59.0,14.0,15749369.68,16.572310965612225
1501,PR,DR,Severe Storm,2004,2003-11-21,31,11,1,2003,11,4,4,Autumn,21,361,2,723.0,0.0,7128245.52,15.779575832270995
1503,VI,DR,Severe Storm,2004,2003-12-09,3,29,0,2003,12,4,1,Winter,15,363,0,1477.0,0.0,1553280.26,14.25588019326664
1504,FM,DR,Typhoon,2004,2003-12-19,2,27,0,2003,12,4,4,Winter,18,41,14,347.0,347.0,1225379.55,14.018762006779518
1505,CA,DR,Earthquake,2004,2004-01-13,2,22,1,2004,1,1,1,Winter,103,22,9,77.0,431.0,47784887.2,17.682220001033347
1506,AS,DR,Typhoon,2004,2004-01-13,3,11,0,2004,1,1,1,Winter,8,42,2,221.0,25.0,12192388.200000001,16.31632247897123
3193,NH,EM,Snowstorm,2004,2004-01-15,8,40,0,2004,1,1,3,Winter,20,96,3,125.0,281.0,2662225.4,14.794673323156209
3192,CT,EM,Snowstorm,2004,2004-01-15,7,41,0,2004,1,1,3,Winter,14,97,4,310.0,0.0,9566291.2,16.073756248438496
3190,ME,EM,Snowstorm,2004,2004-01-15,11,40,0,2004,1,1,3,Winter,32,98,4,246.0,0.0,2308324.53,14.652032940858437
3191,MA,EM,Snowstorm,2004,2004-01-15,12,40,0,2004,1,1,3,Winter,24,99,5,310.0,0.0,35683865.83,17.390209235084175
1507,OH,DR,Severe Storm,2004,2004-01-26,14,23,1,2004,1,1,0,Winter,39,364,13,125.0,48.0,11914847.31,16.29329593742261
3194,ME,EM,Snowstorm,2004,2004-01-26,7,43,0,2004,1,1,0,Winter,33,100,5,11.0,11.0,1209952.91,14.006092825938357
1508,ME,DR,Severe Storm,2004,2004-02-05,7,57,0,2004,2,1,3,Winter,34,365,8,10.0,10.0,2411749.48,14.695863382058384
1509,SC,DR,Severe Ice Storm,2004,2004-02-13,26,18,0,2004,2,1,4,Winter,14,27,1,401.0,277.0,16280744.26,16.605493695132182
1510,OR,DR,Severe Storm,2004,2004-02-19,30,55,0,2004,2,1,3,Winter,60,366,4,166.0,14.0,10350884.89,16.152582667249476
3195,NY,EM,Snowstorm,2004,2004-03-03,4,35,0,2004,3,1,2,Spring,62,101,15,187.0,37.0,2727339.89,14.818837659515738
3196,ND,EM,Snowstorm,2004,2004-04-02,10,70,0,2004,4,2,4,Spring,33,102,1,245.0,30.0,323596.60000000003,12.687256047575312
1511,FM,DR,Typhoon,2004,2004-04-10,1,2,1,2004,4,2,5,Spring,19,43,15,113.0,88.0,13795696.07,16.439867294983934
1513,IL,DR,Severe Storm,2004,2004-04-23,4,3,0,2004,4,2,4,Spring,41,367,14,344.0,64.0,2184961.46,14.597109205586204
1514,NM,DR,Severe Storm,2004,2004-04-29,4,27,0,2004,4,2,3,Spring,41,368,2,309.0,6.0,4490442.49,15.31746202766923
1515,ND,DR,Severe Storm,2004,2004-05-05,22,40,1,2004,5,2,2,Spring,34,369,7,33.0,6.0,12645451.85,16.352808250019088
1516,AR,DR,Severe Storm,2004,2004-05-07,14,18,1,2004,5,2,4,Spring,44,370,8,336.0,2.0,7127750.78,15.779506424294116
1518,IA,DR,Severe Storm,2004,2004-05-25,77,6,1,2004,5,2,1,Spring,35,371,6,706.0,18.0,14799551.39,16.510107494358067
1517,NE,DR,Severe Storm,2004,2004-05-25,39,5,1,2004,5,2,1,Spring,29,372,7,309.0,0.0,13341164.06,16.406364930470286
1519,OH,DR,Severe Storm,2004,2004-06-03,25,16,1,2004,6,2,3,Summer,40,373,14,129.0,9.0,10744642.19,16.189917880434322
1520,IN,DR,Severe Storm,2004,2004-06-03,69,9,1,2004,6,2,3,Summer,31,374,11,272.0,0.0,4200110.28,15.250621578140699
1522,WV,DR,Severe Storm,2004,2004-06-07,24,11,1,2004,6,2,0,Summer,41,375,8,199.0,4.0,9473077.17,16.06396445669737
1523,KY,DR,Severe Storm,2004,2004-06-10,78,15,1,2004,6,2,3,Summer,48,377,12,344.0,2.0,17498307.99,16.67761480508199
1526,WI,DR,Severe Storm,2004,2004-06-18,44,42,1,2004,6,2,4,Summer,35,380,11,647.0,3.0,10948315.56,16.208696263594977
1528,AR,DR,Severe Storm,2004,2004-06-30,14,31,1,2004,6,2,2,Summer,45,382,9,54.0,0.0,3350390.86,15.024587870094754
1529,CA,DR,Dam/Levee Break,2004,2004-06-30,1,27,1,2004,6,2,2,Summer,108,2,1,25.0,11376.0,21007219.45,16.860376767543762
1530,NJ,DR,Severe Storm,2004,2004-07-16,2,4,1,2004,7,3,4,Summer,28,383,4,297.0,16.0,7336081.44,15.808315530587029
1531,SD,DR,Severe Storm,2004,2004-07-20,10,53,0,2004,7,3,1,Summer,37,384,6,243.0,4.0,1058536.57,13.872398862550225
1532,MP,DR,Typhoon,2004,2004-07-29,3,32,0,2004,7,3,3,Summer,11,44,10,596.0,110.0,1907551.03,14.461331318308725
1533,GU,DR,Severe Storm,2004,2004-07-29,1,33,0,2004,7,3,3,Summer,12,385,0,599.0,9.0,918914.97,13.730949960813415
1534,NY,DR,Severe Storm,2004,2004-08-03,62,82,0,2004,8,3,1,Summer,63,386,7,153.0,5.0,18467322.38,16.73151342451095
1535,KS,DR,Severe Storm,2004,2004-08-03,29,52,0,2004,8,3,1,Summer,27,387,8,455.0,0.0,10223840.24,16.140232927309874
1537,KY,DR,Severe Storm,2004,2004-08-06,27,24,0,2004,8,3,4,Summer,49,388,13,57.0,3.0,3480126.79,15.062579572340816
1539,FL,DR,Hurricane,2004,2004-08-13,67,2,1,2004,8,3,4,Summer,105,148,19,381.0,325.0,621318240.89,20.247353975443076
1540,NV,DR,Fire,2004,2004-08-26,1,43,0,2004,8,3,3,Summer,44,596,30,1.0,1.0,6363307.89,15.666059065748287
1541,MP,DR,Typhoon,2004,2004-08-26,3,5,0,2004,8,3,3,Summer,12,45,11,28.0,28.0,6318747.34,15.659031699040696
1542,IN,DR,Severe Storm,2004,2004-09-01,20,60,0,2004,9,3,2,Autumn,32,391,12,90.0,26.0,2938692.08,14.893475509869596
1543,SC,DR,Hurricane,2004,2004-09-01,2,18,0,2004,9,3,2,Autumn,15,149,6,201.0,19.0,2459661.18,14.715534573275324
1544,VA,DR,Severe Storm,2004,2004-09-03,12,4,1,2004,9,3,4,Autumn,44,392,10,80.0,2.0,20778798.61,16.8494437753643
1545,FL,DR,Hurricane,2004,2004-09-04,67,1,1,2004,9,3,5,Autumn,106,150,20,22.0,3.0,684565201.75,20.344294454182506
1546,NC,DR,Hurricane,2004,2004-09-10,35,3,1,2004,9,3,4,Autumn,38,151,15,358.0,6.0,18342779.53,16.724746623442705
1547,SC,DR,Severe Storm,2004,2004-09-15,3,18,0,2004,9,3,2,Autumn,16,393,1,14.0,12.0,12915904.57,16.373970099746554
1548,LA,DR,Hurricane,2004,2004-09-15,29,2,1,2004,9,3,2,Autumn,52,152,12,99.0,5.0,9149067.72,16.029162652836874
1549,AL,DR,Hurricane,2004,2004-09-15,67,2,1,2004,9,3,2,Autumn,58,153,7,492.0,0.0,225209278.78,19.232540660219197
1550,MS,DR,Hurricane,2004,2004-09-15,44,2,1,2004,9,3,2,Autumn,47,154,7,481.0,0.0,14731558.59,16.505502661313376
1551,FL,DR,Hurricane,2004,2004-09-16,45,3,1,2004,9,3,3,Autumn,107,155,21,12.0,1.0,694725681.22,20.359027623772064
1552,PR,DR,Severe Storm,2004,2004-09-17,78,3,1,2004,9,3,4,Autumn,22,394,3,301.0,2.0,41290464.54,17.53614217268367
1553,NC,DR,Hurricane,2004,2004-09-18,29,2,1,2004,9,3,5,Autumn,39,156,16,8.0,2.0,32672345.73,17.302039612341247
1554,GA,DR,Hurricane,2004,2004-09-18,31,4,1,2004,9,3,5,Autumn,35,157,3,1214.0,0.0,11948334.44,16.296102532915672
1556,OH,DR,Severe Storm,2004,2004-09-19,88,23,1,2004,9,3,6,Autumn,41,396,15,108.0,0.0,26098538.71,17.077389920919245
1557,PA,DR,Hurricane,2004,2004-09-19,67,2,1,2004,9,3,6,Autumn,42,158,2,0.0,1.0,85750454.48,18.266951955716333
1558,WV,DR,Severe Storm,2004,2004-09-20,22,4,1,2004,9,3,0,Autumn,43,397,10,45.0,1.0,16165357.09,16.59838112107695
1559,VT,DR,Severe Storm,2004,2004-09-23,7,42,0,2004,9,3,3,Autumn,23,398,8,377.0,3.0,2378815.11,14.682113489113823
1560,GA,DR,Hurricane,2004,2004-09-24,80,21,1,2004,9,3,4,Autumn,36,159,4,6.0,5.0,15370737.19,16.54797614233805
1561,FL,DR,Hurricane,2004,2004-09-26,53,2,1,2004,9,3,6,Autumn,108,160,22,10.0,2.0,521744830.96,20.072689198668886
1562,KS,DR,Severe Storm,2004,2004-09-30,2,34,0,2004,9,3,3,Autumn,28,399,9,58.0,7.0,1681016.32,14.334909715728513
1563,NJ,DR,Severe Storm,2005,2004-10-01,4,13,0,2004,10,4,4,Autumn,29,400,5,77.0,1.0,4345642.91,15.2846845013289
1564,NY,DR,Severe Storm,2005,2004-10-01,18,49,0,2004,10,4,4,Autumn,64,401,8,59.0,0.0,14073071.99,16.45977381249265
1565,NY,DR,Severe Storm,2005,2004-10-01,9,15,0,2004,10,4,4,Autumn,65,402,9,0.0,0.0,11568620.93,16.26380698490231
1567,VI,DR,Hurricane,2005,2004-10-07,3,23,0,2004,10,4,3,Autumn,16,162,9,303.0,0.0,1680901.55,14.334841439264775
1568,TN,DR,Severe Storm,2005,2004-10-07,15,21,0,2004,10,4,3,Autumn,43,403,16,436.0,6.0,6016293.51,15.60998209786837
1569,MN,DR,Severe Storm,2005,2004-10-07,7,23,0,2004,10,4,3,Autumn,46,404,12,846.0,0.0,4090230.11,15.224112032535043
1572,DE,DR,Severe Storm,2005,2004-11-15,1,48,0,2004,11,4,0,Autumn,12,406,2,419.0,28.0,851424.65,13.654667458772279
1571,AK,DR,Severe Storm,2005,2004-11-15,6,28,0,2004,11,4,0,Autumn,36,407,5,75.0,0.0,12389422.41,16.332353715799293
3197,IN,EM,Snowstorm,2005,2005-01-11,50,21,0,2005,1,1,1,Winter,33,103,4,132.0,284.0,5880874.91,15.587216273066446
3198,OH,EM,Snowstorm,2005,2005-01-11,26,20,0,2005,1,1,1,Winter,42,104,2,114.0,0.0,8712342.27,15.980251344792984
1573,IN,DR,Severe Storm,2005,2005-01-21,87,20,1,2005,1,1,4,Winter,34,408,13,10.0,67.0,18450486.4,16.73060134544605
1574,WV,DR,Severe Storm,2005,2005-02-01,6,28,0,2005,2,1,1,Winter,44,409,11,134.0,11.0,8869563.25,15.998136226810708
1575,HI,DR,Severe Storm,2005,2005-02-01,1,94,0,2005,2,1,1,Winter,27,410,2,140.0,0.0,18733965.349999998,16.745848816550176
1576,UT,DR,Severe Storm,2005,2005-02-01,2,24,0,2005,2,1,1,Winter,12,411,0,230.0,0.0,6776550.9,15.728978961229805
3199,IL,EM,Snowstorm,2005,2005-02-01,16,42,0,2005,2,1,1,Winter,42,105,3,284.0,21.0,914586.73,13.726228674415248
1577,CA,DR,Severe Storm,2005,2005-02-04,8,39,0,2005,2,1,4,Winter,126,412,4,144.0,3.0,197753839.47,19.10253358525784
1579,KS,DR,Severe Storm,2005,2005-02-08,38,35,0,2005,2,1,1,Winter,29,413,10,131.0,4.0,82381461.43,18.22687099906033
1578,KY,DR,Snowstorm,2005,2005-02-08,30,49,0,2005,2,1,1,Winter,50,106,3,186.0,7.0,2742021.94,14.824206505225492
1580,OH,DR,Severe Storm,2005,2005-02-15,62,55,0,2005,2,1,1,Winter,43,414,16,35.0,7.0,98532498.74,18.405896998320895
1581,AZ,DR,Severe Storm,2005,2005-02-17,8,51,0,2005,2,1,3,Winter,44,415,3,234.0,2.0,6169589.01,15.635142944727226
3200,CT,EM,Snowstorm,2005,2005-02-17,8,26,0,2005,2,1,3,Winter,15,107,5,399.0,9.0,12564859.85,16.346414654485457
3201,MA,EM,Snowstorm,2005,2005-02-17,14,26,0,2005,2,1,3,Winter,26,108,6,302.0,0.0,49945078.21,17.726434543891667
3202,NV,EM,Snowstorm,2005,2005-02-17,15,50,0,2005,2,1,3,Winter,45,109,0,175.0,0.0,1706333.77,14.349858218732576
3203,RI,EM,Snowstorm,2005,2005-02-17,5,26,0,2005,2,1,3,Winter,11,110,5,693.0,0.0,6336868.61,15.66189545211164
1582,AS,DR,Typhoon,2005,2005-02-18,5,3,1,2005,2,1,4,Winter,9,46,3,402.0,176.0,5662484.54,15.549373495127782
3204,NV,EM,Snowstorm,2005,2005-02-23,16,48,0,2005,2,1,2,Winter,46,111,1,6.0,6.0,2496679.31,14.730472531429854
1583,NV,DR,Severe Storm,2005,2005-03-07,2,59,0,2005,3,1,0,Spring,47,416,2,12.0,18.0,3947949.93,15.188707250380254
1584,AK,DR,Severe Storm,2005,2005-03-14,1,66,0,2005,3,1,0,Spring,37,417,6,119.0,7.0,2459682.69,14.715543318340448
3205,ME,EM,Snowstorm,2005,2005-03-14,2,51,0,2005,3,1,0,Spring,35,112,6,403.0,19.0,1498692.53,14.22010430654897
3206,ME,EM,Snowstorm,2005,2005-03-14,13,32,0,2005,3,1,0,Spring,36,113,7,0.0,0.0,3998836.12,15.201514156816913
3207,NH,EM,Snowstorm,2005,2005-03-30,9,67,0,2005,3,1,2,Spring,21,114,4,440.0,16.0,3658114.66,15.112458725803792
3208,NH,EM,Snowstorm,2005,2005-03-30,5,48,0,2005,3,1,2,Spring,22,115,5,0.0,0.0,1121727.2,13.930381089729174
3209,ME,EM,Snowstorm,2005,2005-04-01,9,23,0,2005,4,2,4,Spring,37,116,8,18.0,2.0,3261706.85,14.997761496533576
1586,AZ,DR,Severe Storm,2005,2005-04-14,12,63,0,2005,4,2,3,Spring,45,418,4,56.0,31.0,9947162.42,16.112797985073687
1587,PA,DR,Severe Storm,2005,2005-04-14,11,12,1,2005,4,2,3,Spring,43,419,11,207.0,0.0,18924043.7,16.755943877810285
1585,CA,DR,Severe Storm,2005,2005-04-14,7,57,0,2005,4,2,3,Spring,127,420,5,69.0,0.0,77744409.59,18.16893721692176
1589,NY,DR,Severe Storm,2005,2005-04-19,21,17,0,2005,4,2,1,Spring,66,421,10,200.0,5.0,52006527.17,17.766879810396766
3210,ME,EM,Snowstorm,2005,2005-04-21,3,41,0,2005,4,2,3,Spring,38,117,9,20.0,20.0,1296770.22,14.075388056066648
3211,NH,EM,Snowstorm,2005,2005-04-28,5,48,0,2005,4,2,3,Spring,23,118,6,29.0,7.0,2112182.0100000002,14.563232572516302
1590,NE,DR,Severe Storm,2005,2005-06-23,11,43,0,2005,6,2,3,Summer,30,423,8,394.0,65.0,1688466.03,14.339331592410428
1591,ME,DR,Severe Storm,2005,2005-06-29,13,92,0,2005,6,2,2,Summer,39,424,9,69.0,6.0,7029000.46,15.765555213868932
