disasternumber,state,declarationtype,incidenttype,fydeclared,declarationdate,designated_area_count,declaration_delay_days,ongoing_at_declaration,declaration_year,declaration_month,declaration_quarter,declaration_weekday,declaration_season,previous_state_disasters,previous_incident_disasters,previous_state_incident_disasters,days_since_previous_state_disaster,days_since_previous_incident,totalobligated,log_totalobligated
3336,DE,EM,Hurricane,2011,2011-08-28,3,2,1,2011,8,3,6,Summer,16,255,4,515.0,0.0,916843.53,13.728693194880002
4018,IA,DR,Severe Storm,2011,2011-08-30,2,34,0,2011,8,3,1,Summer,51,754,18,6.0,6.0,4132709.44,15.234444030550769
4020,NY,DR,Hurricane,2011,2011-08-31,32,5,1,2011,8,3,2,Summer,85,258,9,5.0,2.0,565099560.62,20.152512488843268
4019,NC,DR,Hurricane,2011,2011-08-31,38,6,1,2011,8,3,2,Summer,51,259,22,6.0,0.0,87544887.0,18.287662225499684
4021,NJ,DR,Hurricane,2011,2011-08-31,21,4,1,2011,8,3,2,Summer,41,260,6,4.0,0.0,122651526.69,18.624857784278117
4022,VT,DR,Hurricane,2011,2011-09-01,14,5,1,2011,9,3,3,Autumn,34,261,1,3.0,1.0,216765366.06,19.194326068735798
4023,CT,DR,Hurricane,2011,2011-09-02,8,6,0,2011,9,3,4,Autumn,23,262,7,6.0,1.0,43699063.47,17.59283725182751
4027,RI,DR,Hurricane,2011,2011-09-03,6,7,0,2011,9,3,5,Autumn,17,263,6,7.0,1.0,8341293.11,15.936728931362204
4024,VA,DR,Hurricane,2011,2011-09-03,48,8,0,2011,9,3,5,Autumn,56,264,9,8.0,0.0,57876764.78,17.873826580142826
4025,PA,DR,Hurricane,2011,2011-09-03,14,8,0,2011,9,3,5,Autumn,50,265,5,5.0,0.0,25841412.52,17.06748893816891
4026,NH,DR,Hurricane,2011,2011-09-03,7,8,1,2011,9,3,5,Autumn,37,266,4,7.0,0.0,17861260.93,16.698144787691472
4028,MA,DR,Hurricane,2011,2011-09-03,9,7,0,2011,9,3,5,Autumn,40,267,7,8.0,0.0,30464609.05,17.23207624164846
3340,PA,EM,Flood,2011,2011-09-08,42,5,1,2011,9,3,3,Autumn,51,711,23,5.0,21.0,495306.49,13.112934040610183
3341,NY,EM,Severe Storm,2011,2011-09-08,15,1,1,2011,9,3,3,Autumn,86,755,23,8.0,9.0,3194.36,8.069455036520504
4029,TX,DR,Fire,2011,2011-09-09,65,10,1,2011,9,3,4,Autumn,329,1025,238,1.0,1.0,46819614.89,17.661812816020724
4030,PA,DR,Flood,2011,2011-09-12,34,9,1,2011,9,3,0,Autumn,52,712,24,4.0,4.0,149056312.57,18.819834735929927
4031,NY,DR,Severe Storm,2011,2011-09-13,15,6,0,2011,9,3,1,Autumn,87,756,24,5.0,5.0,320373555.85,19.5849982380734
4032,ME,DR,Hurricane,2011,2011-09-13,4,17,0,2011,9,3,1,Autumn,54,268,4,224.0,10.0,1995886.96,14.506599602013543
4033,NJ,DR,Severe Storm,2011,2011-09-15,3,33,0,2011,9,3,3,Autumn,42,757,11,15.0,2.0,7037295.1,15.766734577653331
4034,MD,DR,Hurricane,2011,2011-09-16,15,23,0,2011,9,3,4,Autumn,24,269,5,20.0,3.0,19868844.47,16.804663508662735
4035,KS,DR,Flood,2011,2011-09-23,4,114,0,2011,9,3,4,Autumn,52,713,12,56.0,11.0,2900592.12,14.880425798182424
4036,DC,DR,Hurricane,2011,2011-09-28,1,33,0,2011,9,3,2,Autumn,14,270,3,31.0,12.0,2466820.86,14.718441183743362
4037,DE,DR,Hurricane,2011,2011-09-30,2,36,0,2011,9,3,4,Autumn,17,271,5,33.0,2.0,2036745.61,14.526864293755153
4038,MD,DR,Flood,2012,2011-10-05,7,29,0,2011,10,4,2,Autumn,25,714,7,19.0,12.0,11018960.86,16.215128152169797
4039,NJ,DR,Severe Storm,2012,2011-10-14,5,16,0,2011,10,4,4,Autumn,43,758,12,29.0,29.0,4005024.39,15.203060478040031
4041,LA,DR,Coastal Storm,2012,2011-10-28,8,57,0,2011,10,4,4,Autumn,67,22,1,71.0,2236.0,5570929.05,15.533072572830065
3342,CT,EM,Severe Storm,2012,2011-10-31,8,2,0,2011,10,4,0,Autumn,24,759,3,59.0,17.0,28257.8,10.249160192491935
4042,VA,DR,Earthquake,2012,2011-11-04,10,73,0,2011,11,4,4,Autumn,57,26,0,62.0,546.0,43550470.92,17.589431097484212
4043,VT,DR,Severe Storm,2012,2011-11-08,3,172,0,2011,11,4,1,Autumn,35,762,17,68.0,7.0,946367.37,13.7603871697015
4044,DC,DR,Earthquake,2012,2011-11-08,1,77,0,2011,11,4,1,Autumn,15,27,0,41.0,4.0,3732915.4,15.132700362789269
4045,VA,DR,Severe Storm,2012,2011-11-17,8,70,0,2011,11,4,3,Autumn,58,763,15,13.0,9.0,5222639.84,15.468513739976467
4046,CT,DR,Severe Storm,2012,2011-11-17,7,19,0,2011,11,4,3,Autumn,25,764,4,17.0,0.0,88561262.68,18.29920511545888
4047,NM,DR,Flood,2012,2011-11-23,6,96,0,2011,11,4,2,Autumn,70,715,15,146.0,49.0,11212573.610000001,16.23254643950765
4048,NJ,DR,Severe Storm,2012,2011-11-30,11,32,0,2011,11,4,2,Autumn,44,765,13,47.0,13.0,26411715.82,17.089318288597443
4049,NH,DR,Severe Storm,2012,2011-12-05,2,37,0,2011,12,4,0,Winter,39,766,13,34.0,5.0,3337545.64,15.020746556124834
4050,AK,DR,Severe Storm,2012,2011-12-22,5,44,0,2011,12,4,3,Winter,51,767,12,195.0,17.0,4721628.3100000005,15.367664490793022
4051,MA,DR,Severe Storm,2012,2012-01-06,6,69,0,2012,1,1,4,Winter,42,768,8,66.0,15.0,71006602.75,18.078283441243755
4053,UT,DR,Severe Storm,2012,2012-02-01,1,63,0,2012,2,1,2,Winter,23,770,1,177.0,0.0,2564683.7199999997,14.757346112852858
4054,AK,DR,Severe Storm,2012,2012-02-02,1,79,0,2012,2,1,3,Winter,52,771,13,42.0,1.0,1340817.65,14.108790918219423
4055,OR,DR,Flood,2012,2012-03-02,12,45,0,2012,3,1,4,Spring,79,716,13,343.0,100.0,15087219.24,16.529358601713938
4056,WA,DR,Severe Storm,2012,2012-03-05,11,51,0,2012,3,1,0,Spring,102,772,12,179.0,32.0,30413725.89,17.230404606896055
4057,KY,DR,Severe Storm,2012,2012-03-06,23,6,0,2012,3,1,1,Spring,65,773,25,225.0,1.0,15043919.66,16.526484524695125
4058,IN,DR,Severe Storm,2012,2012-03-09,6,9,0,2012,3,1,4,Spring,46,774,22,260.0,3.0,4896874.71,15.40410794951694
4059,WV,DR,Severe Storm,2012,2012-03-16,11,16,0,2012,3,1,4,Spring,53,775,16,631.0,7.0,6904030.85,15.74761612500243
4061,WV,DR,Severe Storm,2012,2012-03-22,3,7,1,2012,3,1,3,Spring,54,777,17,6.0,6.0,3974478.97,15.19540447235498
4062,HI,DR,Severe Storm,2012,2012-04-18,2,46,0,2012,4,2,2,Spring,44,778,5,376.0,27.0,3095013.92,14.945303284767729
4063,KS,DR,Severe Storm,2012,2012-05-24,14,40,0,2012,5,2,3,Spring,53,779,29,244.0,36.0,4883032.82,15.401277269089851
4064,OK,DR,Severe Storm,2012,2012-06-14,5,47,0,2012,6,2,3,Summer,158,780,34,285.0,21.0,2918163.16,14.886465264193223
4065,NH,DR,Severe Storm,2012,2012-06-15,1,17,0,2012,6,2,4,Summer,40,781,14,193.0,1.0,3039192.36,14.927102696067696
4066,VT,DR,Severe Storm,2012,2012-06-22,3,24,0,2012,6,2,4,Summer,36,782,18,227.0,7.0,1017761.41,13.83311705985512
4067,CO,DR,Fire,2012,2012-06-28,3,19,1,2012,6,2,3,Summer,74,1049,54,4.0,1.0,4046793.01,15.213435523130904
4068,FL,DR,Severe Storm,2012,2012-07-03,34,10,1,2012,7,3,1,Summer,132,785,19,433.0,3.0,48651262.660000004,17.700188340770776
4069,MN,DR,Severe Storm,2012,2012-07-06,18,22,0,2012,7,3,4,Summer,62,786,21,344.0,3.0,41354847.24,17.537700221412134
4070,NJ,DR,Severe Storm,2012,2012-07-19,3,19,0,2012,7,3,3,Summer,45,787,14,232.0,13.0,8796860.04,15.989905515815858
4071,WV,DR,Severe Storm,2012,2012-07-23,47,24,0,2012,7,3,0,Summer,56,788,19,23.0,4.0,11718754.72,16.276701169241505
4072,VA,DR,Severe Storm,2012,2012-07-27,69,28,0,2012,7,3,4,Summer,59,789,16,253.0,4.0,21681024.58,16.89194803876741
4073,DC,DR,Severe Storm,2012,2012-07-31,1,32,0,2012,7,3,1,Summer,16,790,8,266.0,4.0,2914288.63,14.885136653385679
4076,WI,DR,Severe Storm,2012,2012-08-02,4,44,0,2012,8,3,3,Summer,43,791,16,485.0,2.0,8488330.18,15.954202975951176
4075,MD,DR,Severe Storm,2012,2012-08-02,6,34,0,2012,8,3,3,Summer,26,792,5,302.0,0.0,12040508.41,16.30378730675058
4074,MT,DR,Fire,2012,2012-08-02,3,38,0,2012,8,3,3,Summer,60,1057,39,36.0,3.0,1297026.8399999999,14.075585927987257
4077,OH,DR,Severe Storm,2012,2012-08-20,39,52,0,2012,8,3,0,Summer,52,793,23,51.0,18.0,16594635.94,16.624590125222895
4079,NM,DR,Flood,2012,2012-08-24,5,63,0,2012,8,3,4,Summer,75,717,16,65.0,175.0,25632263.080000002,17.05936243154372
4080,LA,DR,Hurricane,2012,2012-08-29,55,3,1,2012,8,3,2,Summer,69,275,22,2.0,1.0,299301149.64,19.516960817252556
4081,MS,DR,Hurricane,2012,2012-08-29,49,3,1,2012,8,3,2,Summer,62,276,14,1.0,0.0,37399646.83,17.437171846030267
4082,AL,DR,Hurricane,2012,2012-09-21,8,26,0,2012,9,3,4,Autumn,76,277,15,233.0,23.0,6640827.38,15.708747269695328
4083,WA,DR,Severe Storm,2012,2012-09-25,3,67,0,2012,9,3,1,Autumn,111,794,13,5.0,36.0,2757341.45,14.829777893391395
4084,FL,DR,Hurricane,2013,2012-10-18,12,52,0,2012,10,4,3,Autumn,133,278,30,107.0,27.0,17828372.009999998,16.696301735535563
3358,WV,EM,Hurricane,2013,2012-10-29,55,0,1,2012,10,4,0,Autumn,57,289,3,98.0,0.0,19645.54,9.885656520368316
4086,NJ,DR,Hurricane,2013,2012-10-30,21,4,1,2012,10,4,1,Autumn,47,290,8,2.0,1.0,2463494257.4,21.624846609277828
4087,CT,DR,Hurricane,2013,2012-10-30,8,3,1,2012,10,4,1,Autumn,27,291,9,2.0,0.0,58093888.480000004,17.877571043829853
3360,NH,EM,Hurricane,2013,2012-10-30,10,4,1,2012,10,4,1,Autumn,41,292,5,137.0,0.0,644300.52,13.375922094273415
4085,NY,DR,Hurricane,2013,2012-10-30,14,3,1,2012,10,4,1,Autumn,89,293,11,2.0,0.0,14851112785.81,23.42134063452634
4088,UT,DR,Flood,2013,2012-11-03,1,53,0,2012,11,4,5,Autumn,29,718,7,124.0,71.0,1653796.77,14.318584879859571
4089,RI,DR,Hurricane,2013,2012-11-03,4,8,0,2012,11,4,5,Autumn,19,294,8,5.0,4.0,8734303.1,15.98276883037434
4090,DE,DR,Hurricane,2013,2012-11-16,3,20,0,2012,11,4,4,Autumn,19,295,7,18.0,13.0,6615076.59,15.704862084865276
4091,MD,DR,Hurricane,2013,2012-11-20,24,25,0,2012,11,4,1,Autumn,28,296,7,23.0,4.0,30749448.95,17.241382664251933
4092,VA,DR,Hurricane,2013,2012-11-26,29,31,0,2012,11,4,0,Autumn,61,297,11,28.0,6.0,10459122.12,16.16298518134701
4093,WV,DR,Hurricane,2013,2012-11-27,18,29,0,2012,11,4,1,Autumn,58,298,4,29.0,1.0,14890071.93,16.516205302566263
4094,AK,DR,Severe Storm,2013,2012-11-27,5,73,0,2012,11,4,1,Autumn,53,795,14,299.0,63.0,24335563.64,17.00744940377484
4095,NH,DR,Hurricane,2013,2012-11-28,6,33,0,2012,11,4,2,Autumn,42,299,6,29.0,1.0,2113605.92,14.56390648677966
4096,DC,DR,Hurricane,2013,2012-12-05,1,40,0,2012,12,4,2,Winter,18,300,5,38.0,7.0,3119810.75,14.953283221426881
4097,MA,DR,Hurricane,2013,2012-12-19,6,53,0,2012,12,4,2,Winter,44,301,9,52.0,14.0,12353261.04,16.329430718954857
4098,OH,DR,Hurricane,2013,2013-01-03,2,66,0,2013,1,1,3,Winter,53,302,1,136.0,15.0,17603230.69,16.68359306190252
4099,PA,DR,Hurricane,2013,2013-01-10,18,76,0,2013,1,1,3,Winter,54,303,7,73.0,7.0,12673281.06,16.355006560582876
4100,AR,DR,Severe Ice Storm,2013,2013-01-29,8,35,0,2013,1,1,1,Winter,61,48,4,571.0,1061.0,8293401.3,15.930970853048965
4101,MS,DR,Severe Storm,2013,2013-02-13,7,3,1,2013,2,1,2,Winter,63,797,26,168.0,3.0,19520134.53,16.78695708206036
4102,LA,DR,Severe Storm,2013,2013-02-22,11,45,0,2013,2,1,4,Winter,70,798,13,177.0,9.0,5926569.28,15.594956236032578
4103,NC,DR,Mud/Landslide,2013,2013-03-01,1,46,0,2013,3,1,4,Spring,52,2,0,548.0,5250.0,4212154.14,15.25348498441619
4104,AZ,DR,Freezing,2013,2013-03-05,1,80,0,2013,3,1,1,Spring,71,17,0,632.0,2184.0,1602599.04,14.287137893285548
4105,NH,DR,Severe Storm,2013,2013-03-19,8,39,0,2013,3,1,1,Spring,43,799,15,111.0,25.0,6153471.49,15.632527112958062
4106,CT,DR,Severe Storm,2013,2013-03-21,9,41,0,2013,3,1,3,Spring,29,800,6,39.0,2.0,31099393.08,17.25269889400147
4107,RI,DR,Severe Storm,2013,2013-03-22,5,42,0,2013,3,1,4,Spring,20,801,3,139.0,1.0,7915043.76,15.884275906366542
4108,ME,DR,Severe Storm,2013,2013-03-25,6,45,0,2013,3,1,0,Spring,55,802,20,559.0,3.0,3114085.32,14.951446350966199
4109,OK,DR,Severe Storm,2013,2013-04-08,17,43,0,2013,4,2,0,Spring,167,803,35,229.0,14.0,57648989.65,17.869883296286694
3362,MA,EM,Terrorist,2013,2013-04-17,4,2,1,2013,4,2,2,Spring,45,1,0,119.0,4226.0,6195205.8,15.639286454247705
3363,TX,EM,Other,2013,2013-04-19,1,2,1,2013,4,2,4,Spring,332,24,1,354.0,1082.0,4019671.86,15.206711079174372
4110,MA,DR,Severe Storm,2013,2013-04-19,14,70,0,2013,4,2,4,Spring,46,804,9,2.0,11.0,69002582.61,18.049654505483726
4111,NY,DR,Severe Storm,2013,2013-04-23,1,74,0,2013,4,2,1,Spring,90,805,25,175.0,4.0,24295599.44,17.00580584006706
4112,KS,DR,Snowstorm,2013,2013-04-26,23,65,0,2013,4,2,4,Spring,54,151,0,337.0,752.0,1320792.96,14.09374359859153
4113,MN,DR,Severe Storm,2013,2013-05-03,5,24,0,2013,5,2,4,Spring,63,806,22,301.0,10.0,11108020.82,16.223178091756917
4114,IA,DR,Severe Storm,2013,2013-05-06,5,27,0,2013,5,2,0,Spring,52,807,19,615.0,3.0,12480065.52,16.339643251019556
4115,SD,DR,Severe Storm,2013,2013-05-10,8,32,0,2013,5,2,4,Spring,63,808,19,251.0,4.0,8231034.66,15.923422404347292
4116,IL,DR,Flood,2013,2013-05-10,47,24,0,2013,5,2,4,Spring,58,720,14,703.0,14.0,32487821.28,17.296375878005804
4117,OK,DR,Tornado,2013,2013-05-20,21,2,1,2013,5,2,0,Spring,168,155,9,42.0,705.0,55032765.43,17.823439319078943
4118,ND,DR,Flood,2013,2013-05-29,17,37,0,2013,5,2,2,Spring,52,721,25,33.0,19.0,7097551.399999999,15.775260550183306
4119,IA,DR,Flood,2013,2013-05-31,20,44,0,2013,5,2,4,Spring,53,722,23,25.0,2.0,7475901.65,15.827195425803467
4120,VT,DR,Flood,2013,2013-06-13,3,22,0,2013,6,2,3,Summer,37,723,12,356.0,13.0,1914682.79,14.465063044247222
4121,MI,DR,Flood,2013,2013-06-18,16,63,0,2013,6,2,1,Summer,33,724,9,1800.0,5.0,4849947.64,15.394478673166873
4122,AK,DR,Flood,2013,2013-06-25,5,39,0,2013,6,2,1,Summer,54,725,11,210.0,7.0,33351764.72,17.322621274051798
4123,ND,DR,Flood,2013,2013-06-25,1,31,0,2013,6,2,1,Summer,53,726,26,27.0,0.0,239920.61,12.388067523970564
4124,AR,DR,Severe Storm,2013,2013-06-25,11,26,0,2013,6,2,1,Summer,62,809,21,147.0,46.0,6593153.22,15.701542429297668
4125,SD,DR,Severe Storm,2013,2013-06-28,6,35,0,2013,6,2,4,Summer,64,810,20,49.0,3.0,1215685.32,14.010819347704395
4126,IA,DR,Severe Storm,2013,2013-07-02,49,44,0,2013,7,3,1,Summer,54,811,20,32.0,4.0,20498516.16,16.835863107833895
4127,MT,DR,Flood,2013,2013-07-10,15,52,0,2013,7,3,2,Summer,63,727,8,302.0,15.0,2774452.69,14.835964417313063
4128,ND,DR,Severe Storm,2013,2013-07-12,21,56,0,2013,7,3,4,Summer,54,812,18,17.0,10.0,10126940.11,16.13070986714989
4129,NY,DR,Flood,2013,2013-07-12,16,16,0,2013,7,3,4,Summer,91,728,22,80.0,2.0,68862258.77,18.047618832211008
4130,MO,DR,Severe Storm,2013,2013-07-18,28,50,0,2013,7,3,3,Summer,62,813,29,706.0,6.0,8741694.94,15.983614772285978
4131,MN,DR,Severe Storm,2013,2013-07-25,18,35,0,2013,7,3,3,Summer,64,814,23,83.0,7.0,13712894.66,16.433847237114716
4132,WV,DR,Flood,2013,2013-07-26,2,43,0,2013,7,3,4,Summer,59,729,25,241.0,14.0,3283730.08,15.00449085825992
4133,CO,DR,Fire,2013,2013-07-26,1,45,0,2013,7,3,4,Summer,80,1098,60,35.0,7.0,173358.39,12.063122117514618
4134,CO,DR,Fire,2013,2013-07-26,1,45,0,2013,7,3,4,Summer,81,1099,61,0.0,0.0,6617742.08,15.705264945313932
4135,IA,DR,Severe Storm,2013,2013-07-31,12,40,0,2013,7,3,2,Summer,55,815,21,29.0,6.0,4516082.08,15.323155600893807
4140,VT,DR,Flood,2013,2013-08-02,7,38,0,2013,8,3,4,Summer,38,730,13,50.0,7.0,6182973.09,15.637309958009526
4139,NH,DR,Severe Storm,2013,2013-08-02,3,37,0,2013,8,3,4,Summer,44,816,16,136.0,2.0,5898074.88,15.590136733652695
4138,FL,DR,Severe Storm,2013,2013-08-02,4,31,0,2013,8,3,4,Summer,134,817,20,288.0,0.0,42395226.73,17.562546360329826
4137,SD,DR,Severe Storm,2013,2013-08-02,8,44,0,2013,8,3,4,Summer,65,818,21,35.0,0.0,1159221.46,13.963260045232241
4136,TX,DR,Other,2013,2013-08-02,1,107,0,2013,8,3,4,Summer,333,25,2,105.0,105.0,25796532.89,17.065750695517863
4141,WI,DR,Severe Storm,2013,2013-08-08,8,49,0,2013,8,3,3,Summer,44,819,17,371.0,6.0,5934364.43,15.596270660343256
4142,CA,DR,Fire,2013,2013-08-29,1,31,0,2013,8,3,3,Summer,217,1113,151,6.0,6.0,444517.28,13.004746457949885
4143,AR,DR,Severe Storm,2013,2013-09-04,6,27,0,2013,9,3,2,Autumn,63,820,22,71.0,27.0,7781424.58,15.867250115872674
4144,MO,DR,Severe Storm,2013,2013-09-06,18,35,0,2013,9,3,4,Autumn,63,821,30,50.0,2.0,16651337.02,16.628001132723472
4145,CO,DR,Flood,2013,2013-09-14,18,3,1,2013,9,3,5,Autumn,83,732,11,2.0,2.0,372324261.68,19.735275706421344
4146,NC,DR,Flood,2013,2013-09-25,14,84,0,2013,9,3,2,Autumn,53,733,6,208.0,11.0,10516790.45,16.16848372350618
4147,NM,DR,Severe Storm,2013,2013-09-27,1,70,0,2013,9,3,4,Autumn,77,822,7,114.0,21.0,72568.6,11.192301380337467
4148,NM,DR,Severe Storm,2013,2013-09-30,11,69,0,2013,9,3,0,Autumn,78,823,8,3.0,3.0,5540702.34,15.52763200734385
4149,PA,DR,Severe Storm,2014,2013-10-01,11,97,0,2013,10,4,1,Autumn,55,824,15,264.0,1.0,12096256.72,16.308406683391407
4150,KS,DR,Severe Storm,2014,2013-10-22,46,92,0,2013,10,4,1,Autumn,55,825,30,179.0,21.0,7624476.36,15.846874335157754
4151,NM,DR,Severe Storm,2014,2013-10-24,1,41,0,2013,10,4,3,Autumn,79,826,9,24.0,2.0,4347340.77,15.285075128918566
4152,NM,DR,Flood,2014,2013-10-29,26,50,0,2013,10,4,1,Autumn,80,734,17,5.0,34.0,40862899.02,17.525733119382412
4153,NC,DR,Flood,2014,2013-10-29,6,94,0,2013,10,4,1,Autumn,54,735,7,34.0,0.0,8390658.87,15.942629724933509
4154,ND,DR,Severe Storm,2014,2013-10-31,7,27,0,2013,10,4,3,Autumn,55,827,19,111.0,7.0,4389175.57,15.294652197981918
4155,SD,DR,Severe Storm,2014,2013-11-08,16,36,0,2013,11,4,4,Autumn,66,828,22,98.0,8.0,43148257.18,17.580152608050916
4156,NE,DR,Severe Storm,2014,2013-11-26,10,55,0,2013,11,4,1,Autumn,55,829,23,453.0,18.0,2609538.55,14.774684346110936
4158,CA,DR,Fire,2014,2013-12-13,1,118,0,2013,12,4,4,Winter,219,1115,153,94.0,94.0,24641422.55,17.019939468905548
4159,TX,DR,Severe Storm,2014,2013-12-20,4,51,0,2013,12,4,4,Winter,334,830,16,140.0,24.0,7753470.35,15.863651217174077
4160,AR,DR,Severe Ice Storm,2014,2014-01-06,14,32,0,2014,1,1,0,Winter,64,49,5,124.0,342.0,5500927.17,15.520427394146457
3366,WV,EM,Chemical,2014,2014-01-10,9,1,1,2014,1,1,4,Winter,60,0,0,168.0,,1639099.39,14.309658106612876
4161,AK,DR,Flood,2014,2014-01-16,1,81,0,2014,1,1,3,Winter,55,736,12,205.0,79.0,1802953.09,14.404937038744237
4162,AK,DR,Severe Storm,2014,2014-01-23,4,79,0,2014,1,1,3,Winter,56,831,15,7.0,34.0,28838743.06,17.177230320889066
4163,VT,DR,Severe Ice Storm,2014,2014-01-29,7,40,0,2014,1,1,2,Winter,39,50,1,180.0,23.0,6342340.95,15.662758650949185
4164,OK,DR,Severe Storm,2014,2014-01-30,4,56,0,2014,1,1,3,Winter,169,832,36,255.0,7.0,3966015.49,15.19327274589489
4165,GA,DR,Severe Ice Storm,2014,2014-03-06,45,24,0,2014,3,1,3,Spring,54,54,1,23.0,22.0,46705317.07,17.659368593457526
4166,SC,DR,Severe Ice Storm,2014,2014-03-12,22,30,0,2014,3,1,2,Spring,22,55,4,28.0,6.0,216544896.46,19.193308462474985
4167,NC,DR,Severe Ice Storm,2014,2014-03-31,9,25,0,2014,3,1,0,Spring,55,56,3,153.0,19.0,40862440.58,17.525721900340898
4168,WA,DR,Mud/Landslide,2014,2014-04-02,4,11,1,2014,4,2,2,Spring,116,4,2,9.0,9.0,28622984.91,17.169720656140502
4169,OR,DR,Severe Storm,2014,2014-04-04,4,57,0,2014,4,2,4,Spring,84,833,11,229.0,64.0,6364572.95,15.666257851362527
4170,MD,DR,Severe Storm,2014,2014-04-10,3,57,0,2014,4,2,3,Spring,29,834,6,506.0,6.0,8678576.02,15.976368135409247
4171,TN,DR,Severe Ice Storm,2014,2014-04-11,10,40,0,2014,4,2,4,Spring,60,57,1,756.0,11.0,7524647.93,15.833694713690292
4172,MT,DR,Flood,2014,2014-04-17,15,47,0,2014,4,2,3,Spring,66,737,9,241.0,91.0,1925935.2,14.470922745142529
4173,IN,DR,Severe Storm,2014,2014-04-22,30,107,0,2014,4,2,1,Spring,47,835,23,774.0,12.0,9571816.89,16.074333702547346
4174,AR,DR,Severe Storm,2014,2014-04-29,12,2,0,2014,4,2,1,Spring,65,836,23,113.0,7.0,9409977.5,16.057281226755553
4175,MS,DR,Severe Storm,2014,2014-04-30,13,2,1,2014,4,2,2,Spring,64,837,27,441.0,1.0,87324480.27,18.285141408416223
4176,AL,DR,Severe Storm,2014,2014-05-02,21,4,1,2014,5,2,4,Spring,77,838,34,588.0,2.0,34914035.61,17.368399501442813
4177,FL,DR,Severe Storm,2014,2014-05-06,9,8,0,2014,5,2,1,Spring,135,839,21,277.0,4.0,128632617.26,18.672470978819362
4178,VT,DR,Flood,2014,2014-06-11,7,57,0,2014,6,2,2,Summer,40,738,14,133.0,55.0,1824522.69,14.416829519153625
4179,NE,DR,Tornado,2014,2014-06-17,6,37,0,2014,6,2,1,Summer,56,157,4,203.0,203.0,9825946.840000002,16.10053718333108
4180,NY,DR,Severe Storm,2014,2014-07-08,11,56,0,2014,7,3,1,Summer,92,840,26,361.0,63.0,31649907.16,17.270245804812493
4181,IA,DR,Severe Storm,2014,2014-07-14,9,41,0,2014,7,3,0,Summer,56,841,22,348.0,6.0,5532167.98,15.526090517214946
4182,MN,DR,Flood,2014,2014-07-21,40,40,0,2014,7,3,0,Summer,65,739,23,361.0,40.0,39488157.03,17.491511388214473
4183,NE,DR,Severe Storm,2014,2014-07-24,12,40,0,2014,7,3,3,Summer,57,842,24,37.0,10.0,12094591.48,16.308269008196955
4184,IA,DR,Flood,2014,2014-07-24,27,40,0,2014,7,3,3,Summer,57,740,24,10.0,3.0,17769842.22,16.693013377356966
4186,SD,DR,Flood,2014,2014-07-28,13,45,0,2014,7,3,0,Summer,67,741,15,262.0,4.0,11078851.36,16.220548656301553
4185,NE,DR,Severe Storm,2014,2014-07-28,12,57,0,2014,7,3,0,Summer,58,843,25,4.0,4.0,2354565.09,14.671867017925655
4187,IA,DR,Severe Storm,2014,2014-08-05,24,40,0,2014,8,3,1,Summer,58,844,23,12.0,8.0,14114715.68,16.462728547204726
4188,WA,DR,Fire,2014,2014-08-11,3,33,0,2014,8,3,0,Summer,126,1140,75,5.0,5.0,19097488.1,16.765067423642154
4189,TN,DR,Severe Storm,2014,2014-08-13,23,69,0,2014,8,3,2,Summer,61,845,30,124.0,8.0,5444967.69,15.510202564103096
4190,ND,DR,Flood,2014,2014-08-19,10,55,0,2014,8,3,1,Summer,56,742,27,292.0,22.0,2352906.01,14.671162147166568
4191,GU,DR,Severe Storm,2014,2014-09-10,1,44,0,2014,9,3,2,Autumn,13,846,1,3695.0,28.0,570373.61,13.254048634468786
4192,AS,DR,Severe Storm,2014,2014-09-10,5,43,0,2014,9,3,2,Autumn,11,847,1,1807.0,0.0,548510.68,13.21496385291008
4193,CA,DR,Earthquake,2014,2014-09-11,2,18,0,2014,9,3,3,Autumn,232,28,11,6.0,1038.0,27914708.76,17.144664339395096
4194,HI,DR,Severe Storm,2014,2014-09-12,2,36,0,2014,9,3,4,Autumn,45,848,6,877.0,2.0,4351391.63,15.286006496657032
4195,MI,DR,Flood,2014,2014-09-25,3,45,0,2014,9,3,3,Autumn,34,743,10,464.0,37.0,15169155.8,16.534774766391635
4196,KY,DR,Severe Storm,2014,2014-09-30,4,43,0,2014,9,3,1,Autumn,66,849,26,938.0,18.0,4749435.13,15.373536459490612
4197,NM,DR,Severe Storm,2015,2014-10-06,8,71,0,2014,10,4,0,Autumn,81,850,10,342.0,6.0,5829273.28,15.57840307030392
4198,MT,DR,Severe Storm,2015,2014-10-09,6,49,0,2014,10,4,3,Autumn,67,851,10,175.0,3.0,1609009.6099999999,14.291130020110641
4199,NM,DR,Severe Storm,2015,2014-10-29,8,44,0,2014,10,4,2,Autumn,82,852,11,23.0,20.0,63954728.67,17.973686042128424
4200,MO,DR,Severe Storm,2015,2014-10-31,20,52,0,2014,10,4,4,Autumn,64,853,31,420.0,2.0,5668467.76,15.55042957926645
4201,HI,DR,Volcanic Eruption,2015,2014-11-03,1,60,1,2014,11,4,0,Autumn,46,4,2,52.0,8935.0,11180461.69,16.22967841034471
4202,NV,DR,Flood,2015,2014-11-05,1,59,0,2014,11,4,2,Autumn,75,744,10,488.0,41.0,316461.45,12.664959872137716
4203,AZ,DR,Flood,2015,2014-11-05,2,59,0,2014,11,4,2,Autumn,75,745,12,491.0,0.0,5206762.22,15.465468957709898
